event_message,id,identifier,method,path,search,status_code,timestamp
GET | 200 | 13.222.135.233 | 965b029fbcedacc6 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/challenge_completions?select=*&user_id=eq.6922b549-5262-4207-8224-ad49260404a6&challenge_id=in.%281c0665e5-59c8-45db-8a1a-dc7f1133e3ce%2C8e8510da-e3f4-48f8-bdd9-2a9a18f6add2%2C16f621f1-f476-4bd5-af22-be9c45d17dbe%29 | node,db8be674-8c44-43ab-904b-bde09f5c391d,dpdskrcslgqbmtidcotw,GET,/rest/v1/challenge_completions,?select=*&user_id=eq.6922b549-5262-4207-8224-ad49260404a6&challenge_id=in.%281c0665e5-59c8-45db-8a1a-dc7f1133e3ce%2C8e8510da-e3f4-48f8-bdd9-2a9a18f6add2%2C16f621f1-f476-4bd5-af22-be9c45d17dbe%29,200,1753607495638000
GET | 200 | 37.96.104.60 | 965afe35bb689304 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/users?select=llm_model&id=eq.6922b549-5262-4207-8224-ad49260404a6 | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,d47e705e-b60a-4df0-9389-16140747ba01,dpdskrcslgqbmtidcotw,GET,/rest/v1/users,?select=llm_model&id=eq.6922b549-5262-4207-8224-ad49260404a6,200,1753607314844000
POST | 200 | 37.96.104.60 | 965afe35ab599304 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/game_states?on_conflict=user_id%2Cgame_mode | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,987c9e72-70df-4a72-a816-a1da94f749f5,dpdskrcslgqbmtidcotw,POST,/rest/v1/game_states,?on_conflict=user_id%2Cgame_mode,200,1753607314834000
GET | 200 | 13.222.135.233 | 965afe3479776fd9 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/users?select=is_anonymous&id=eq.6922b549-5262-4207-8224-ad49260404a6 | node,9dbc657c-3e60-4125-84aa-c31d893c4ac1,dpdskrcslgqbmtidcotw,GET,/rest/v1/users,?select=is_anonymous&id=eq.6922b549-5262-4207-8224-ad49260404a6,200,1753607314637000
GET | 200 | 13.222.135.233 | 965afe3288c96fd9 | https://dpdskrcslgqbmtidcotw.supabase.co/auth/v1/user | node,a4389ee7-0954-47b1-b572-ccf97fc9584c,dpdskrcslgqbmtidcotw,GET,/auth/v1/user,null,200,1753607314335000
GET | 200 | 37.96.104.60 | 965afe26d8239304 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/game_states?select=*&user_id=eq.6922b549-5262-4207-8224-ad49260404a6&game_mode=eq.science | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,f1f636e9-c5ea-48e2-b1f0-c7ca0bfbdff9,dpdskrcslgqbmtidcotw,GET,/rest/v1/game_states,?select=*&user_id=eq.6922b549-5262-4207-8224-ad49260404a6&game_mode=eq.science,200,1753607312460000
POST | 200 | 37.96.104.60 | 965afdef2f9c9304 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/game_states?on_conflict=user_id%2Cgame_mode | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,4ba43089-7826-468d-845b-7ebb1a94862c,dpdskrcslgqbmtidcotw,POST,/rest/v1/game_states,?on_conflict=user_id%2Cgame_mode,200,1753607303684000
GET | 200 | 37.96.104.60 | 965afde05ec39304 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/game_states?select=*&user_id=eq.6922b549-5262-4207-8224-ad49260404a6&game_mode=eq.creative | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,2d815328-2f8c-4745-83d8-d02bc0f92524,dpdskrcslgqbmtidcotw,GET,/rest/v1/game_states,?select=*&user_id=eq.6922b549-5262-4207-8224-ad49260404a6&game_mode=eq.creative,200,1753607301188000
OPTIONS | 200 | 37.96.104.60 | 965afde00e859304 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/game_states?select=*&user_id=eq.6922b549-5262-4207-8224-ad49260404a6&game_mode=eq.creative | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,577e5779-6e98-4025-8d78-3903fad42052,dpdskrcslgqbmtidcotw,OPTIONS,/rest/v1/game_states,?select=*&user_id=eq.6922b549-5262-4207-8224-ad49260404a6&game_mode=eq.creative,200,1753607301135000
POST | 200 | 37.96.104.60 | 965afd7faa949304 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/game_states?on_conflict=user_id%2Cgame_mode | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,c3fbdc4a-ded0-4d10-92de-afa8adfc7ab0,dpdskrcslgqbmtidcotw,POST,/rest/v1/game_states,?on_conflict=user_id%2Cgame_mode,200,1753607285712000
OPTIONS | 200 | 37.96.104.60 | 965afd7f4a659304 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/game_states?on_conflict=user_id%2Cgame_mode | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,abdd6095-42f8-443b-80d3-d4feca156238,dpdskrcslgqbmtidcotw,OPTIONS,/rest/v1/game_states,?on_conflict=user_id%2Cgame_mode,200,1753607285656000
GET | 200 | 13.222.135.233 | 965afd7f1cfed6ec | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/challenge_completions?select=*&user_id=eq.6922b549-5262-4207-8224-ad49260404a6&challenge_id=in.%281c0665e5-59c8-45db-8a1a-dc7f1133e3ce%2C8e8510da-e3f4-48f8-bdd9-2a9a18f6add2%2C16f621f1-f476-4bd5-af22-be9c45d17dbe%29 | node,b6ebf631-0f5d-4f2d-8e67-116de641b590,dpdskrcslgqbmtidcotw,GET,/rest/v1/challenge_completions,?select=*&user_id=eq.6922b549-5262-4207-8224-ad49260404a6&challenge_id=in.%281c0665e5-59c8-45db-8a1a-dc7f1133e3ce%2C8e8510da-e3f4-48f8-bdd9-2a9a18f6add2%2C16f621f1-f476-4bd5-af22-be9c45d17dbe%29,200,1753607285622000
GET | 200 | 13.222.135.233 | 965afd7d4ae3d6ec | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/challenges?select=*&start_date=lte.2025-07-27T09%3A08%3A05.320Z&end_date=gte.2025-07-27T09%3A08%3A05.320Z&order=challenge_type.asc%2Cstart_date.desc | node,07499b20-3b11-4a68-a047-352f36871538,dpdskrcslgqbmtidcotw,GET,/rest/v1/challenges,?select=*&start_date=lte.2025-07-27T09%3A08%3A05.320Z&end_date=gte.2025-07-27T09%3A08%3A05.320Z&order=challenge_type.asc%2Cstart_date.desc,200,1753607285328000
GET | 200 | 13.222.135.233 | 965afd7b5d0605c3 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/users?select=is_anonymous&id=eq.6922b549-5262-4207-8224-ad49260404a6 | node,40c365d8-bb1c-441e-b765-615558a55d53,dpdskrcslgqbmtidcotw,GET,/rest/v1/users,?select=is_anonymous&id=eq.6922b549-5262-4207-8224-ad49260404a6,200,1753607285027000
GET | 200 | 13.222.135.233 | 965afd7aaffad6ec | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/challenge_completions?select=*&user_id=eq.6922b549-5262-4207-8224-ad49260404a6&challenge_id=in.%281c0665e5-59c8-45db-8a1a-dc7f1133e3ce%2C8e8510da-e3f4-48f8-bdd9-2a9a18f6add2%2C16f621f1-f476-4bd5-af22-be9c45d17dbe%29 | node,7fbb7180-346f-415a-803e-8060f5ec822c,dpdskrcslgqbmtidcotw,GET,/rest/v1/challenge_completions,?select=*&user_id=eq.6922b549-5262-4207-8224-ad49260404a6&challenge_id=in.%281c0665e5-59c8-45db-8a1a-dc7f1133e3ce%2C8e8510da-e3f4-48f8-bdd9-2a9a18f6add2%2C16f621f1-f476-4bd5-af22-be9c45d17dbe%29,200,1753607284910000
GET | 200 | 13.222.135.233 | 965afd797b8f05c3 | https://dpdskrcslgqbmtidcotw.supabase.co/auth/v1/user | node,18fa4866-77b5-49f2-950a-d7552e2d8f9e,dpdskrcslgqbmtidcotw,GET,/auth/v1/user,null,200,1753607284728000
GET | 200 | 13.222.135.233 | 965afd78cd8fd6ec | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/challenges?select=*&start_date=lte.2025-07-27T09%3A08%3A04.606Z&end_date=gte.2025-07-27T09%3A08%3A04.606Z&order=challenge_type.asc%2Cstart_date.desc | node,a3dbd1e4-b4b7-4693-ba1f-58835061cdf4,dpdskrcslgqbmtidcotw,GET,/rest/v1/challenges,?select=*&start_date=lte.2025-07-27T09%3A08%3A04.606Z&end_date=gte.2025-07-27T09%3A08%3A04.606Z&order=challenge_type.asc%2Cstart_date.desc,200,1753607284615000
GET | 200 | 13.222.135.233 | 965afd76fb6ad6ec | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/users?select=is_anonymous&id=eq.6922b549-5262-4207-8224-ad49260404a6 | node,750dfed7-0862-44b3-9443-f53c308a2046,dpdskrcslgqbmtidcotw,GET,/rest/v1/users,?select=is_anonymous&id=eq.6922b549-5262-4207-8224-ad49260404a6,200,1753607284320000
GET | 200 | 13.217.146.76 | 965afd762ba7f28b | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/challenge_completions?select=*&user_id=eq.6922b549-5262-4207-8224-ad49260404a6&challenge_id=in.%281c0665e5-59c8-45db-8a1a-dc7f1133e3ce%2C8e8510da-e3f4-48f8-bdd9-2a9a18f6add2%2C16f621f1-f476-4bd5-af22-be9c45d17dbe%29 | node,17f991f5-29e8-4e49-8273-a8e93a29ddc9,dpdskrcslgqbmtidcotw,GET,/rest/v1/challenge_completions,?select=*&user_id=eq.6922b549-5262-4207-8224-ad49260404a6&challenge_id=in.%281c0665e5-59c8-45db-8a1a-dc7f1133e3ce%2C8e8510da-e3f4-48f8-bdd9-2a9a18f6add2%2C16f621f1-f476-4bd5-af22-be9c45d17dbe%29,200,1753607284199000
GET | 200 | 13.222.135.233 | 965afd74f8bdd6ec | https://dpdskrcslgqbmtidcotw.supabase.co/auth/v1/user | node,4a36ae54-fd43-4412-8e74-ff015fad9b1d,dpdskrcslgqbmtidcotw,GET,/auth/v1/user,null,200,1753607284015000
GET | 200 | 13.217.146.76 | 965afd744921f28b | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/challenges?select=*&start_date=lte.2025-07-27T09%3A08%3A03.887Z&end_date=gte.2025-07-27T09%3A08%3A03.887Z&order=challenge_type.asc%2Cstart_date.desc | node,d875f78f-d78f-4a73-b2f3-41daf575d610,dpdskrcslgqbmtidcotw,GET,/rest/v1/challenges,?select=*&start_date=lte.2025-07-27T09%3A08%3A03.887Z&end_date=gte.2025-07-27T09%3A08%3A03.887Z&order=challenge_type.asc%2Cstart_date.desc,200,1753607283897000
GET | 200 | 13.217.146.76 | 965afd728ed0f28b | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/users?select=is_anonymous&id=eq.6922b549-5262-4207-8224-ad49260404a6 | node,75645158-2c94-402d-a1fa-72d11c39896e,dpdskrcslgqbmtidcotw,GET,/rest/v1/users,?select=is_anonymous&id=eq.6922b549-5262-4207-8224-ad49260404a6,200,1753607283608000
GET | 200 | 13.217.146.76 | 965afd70ac8af28b | https://dpdskrcslgqbmtidcotw.supabase.co/auth/v1/user | node,c522fd52-3b70-4f24-9a4f-9048f080661b,dpdskrcslgqbmtidcotw,GET,/auth/v1/user,null,200,1753607283309000
GET | 200 | 37.96.104.60 | 965afd709e389304 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/game_states?select=*&user_id=eq.6922b549-5262-4207-8224-ad49260404a6&game_mode=eq.science | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,953046b4-a38c-4c10-bb00-9450fcdfe27f,dpdskrcslgqbmtidcotw,GET,/rest/v1/game_states,?select=*&user_id=eq.6922b549-5262-4207-8224-ad49260404a6&game_mode=eq.science,200,1753607283299000
OPTIONS | 200 | 37.96.104.60 | 965afd703de59304 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/game_states?select=*&user_id=eq.6922b549-5262-4207-8224-ad49260404a6&game_mode=eq.science | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,36281139-8066-48d7-a875-03b58ba325b8,dpdskrcslgqbmtidcotw,OPTIONS,/rest/v1/game_states,?select=*&user_id=eq.6922b549-5262-4207-8224-ad49260404a6&game_mode=eq.science,200,1753607283245000
GET | 200 | 37.96.104.60 | 965afd701dcf9304 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/users?select=show_challenges&id=eq.6922b549-5262-4207-8224-ad49260404a6 | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,2a017d34-8786-4d45-83b4-c6dd5f166eb2,dpdskrcslgqbmtidcotw,GET,/rest/v1/users,?select=show_challenges&id=eq.6922b549-5262-4207-8224-ad49260404a6,200,1753607283224000
GET | 200 | 37.96.104.60 | 965afd701dd39304 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/users?select=llm_model&id=eq.6922b549-5262-4207-8224-ad49260404a6 | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,761fb638-3c82-48b8-9952-d3e1902ed743,dpdskrcslgqbmtidcotw,GET,/rest/v1/users,?select=llm_model&id=eq.6922b549-5262-4207-8224-ad49260404a6,200,1753607283222000
GET | 200 | 13.217.146.76 | 965afd05785099ad | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/challenge_completions?select=*&user_id=eq.6922b549-5262-4207-8224-ad49260404a6&challenge_id=in.%281c0665e5-59c8-45db-8a1a-dc7f1133e3ce%2C8e8510da-e3f4-48f8-bdd9-2a9a18f6add2%2C16f621f1-f476-4bd5-af22-be9c45d17dbe%29 | node,2d43f3d5-a8f6-426e-8ac4-834261ee806f,dpdskrcslgqbmtidcotw,GET,/rest/v1/challenge_completions,?select=*&user_id=eq.6922b549-5262-4207-8224-ad49260404a6&challenge_id=in.%281c0665e5-59c8-45db-8a1a-dc7f1133e3ce%2C8e8510da-e3f4-48f8-bdd9-2a9a18f6add2%2C16f621f1-f476-4bd5-af22-be9c45d17dbe%29,200,1753607266163000
GET | 200 | 13.217.146.76 | 965afd04cf6999ad | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/challenges?select=*&start_date=lte.2025-07-27T09%3A07%3A46.044Z&end_date=gte.2025-07-27T09%3A07%3A46.044Z&order=challenge_type.asc%2Cstart_date.desc | node,e62332a3-5ceb-428a-904a-586013ef326f,dpdskrcslgqbmtidcotw,GET,/rest/v1/challenges,?select=*&start_date=lte.2025-07-27T09%3A07%3A46.044Z&end_date=gte.2025-07-27T09%3A07%3A46.044Z&order=challenge_type.asc%2Cstart_date.desc,200,1753607266054000
GET | 200 | 13.217.146.76 | 965afd030d1999ad | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/users?select=is_anonymous&id=eq.6922b549-5262-4207-8224-ad49260404a6 | node,7a35e933-78dd-49af-bd95-7a641438bcde,dpdskrcslgqbmtidcotw,GET,/rest/v1/users,?select=is_anonymous&id=eq.6922b549-5262-4207-8224-ad49260404a6,200,1753607265768000
GET | 200 | 37.96.104.60 | 965afd025ea89304 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/users?select=show_challenges&id=eq.6922b549-5262-4207-8224-ad49260404a6 | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,3905e9a0-b4f1-4f6e-beea-f92e7aaf4f71,dpdskrcslgqbmtidcotw,GET,/rest/v1/users,?select=show_challenges&id=eq.6922b549-5262-4207-8224-ad49260404a6,200,1753607265660000
OPTIONS | 200 | 37.96.104.60 | 965afd01fe439304 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/users?select=show_challenges&id=eq.6922b549-5262-4207-8224-ad49260404a6 | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,1010774a-ad8b-47cb-9361-400344aeef1d,dpdskrcslgqbmtidcotw,OPTIONS,/rest/v1/users,?select=show_challenges&id=eq.6922b549-5262-4207-8224-ad49260404a6,200,1753607265603000
GET | 200 | 37.96.104.60 | 965afd014da99304 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/user_sessions?select=daily_count&user_id=eq.6922b549-5262-4207-8224-ad49260404a6&date=eq.2025-07-27 | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,d4525a21-c1dc-4a9e-bffb-e03c6b458b1f,dpdskrcslgqbmtidcotw,GET,/rest/v1/user_sessions,?select=daily_count&user_id=eq.6922b549-5262-4207-8224-ad49260404a6&date=eq.2025-07-27,200,1753607265497000
GET | 200 | 37.96.104.60 | 965afd013d899304 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/users?select=llm_model&id=eq.6922b549-5262-4207-8224-ad49260404a6 | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,fef89627-16a5-4a8e-8608-33de03c61220,dpdskrcslgqbmtidcotw,GET,/rest/v1/users,?select=llm_model&id=eq.6922b549-5262-4207-8224-ad49260404a6,200,1753607265482000
GET | 200 | 13.217.146.76 | 965afd013ae899ad | https://dpdskrcslgqbmtidcotw.supabase.co/auth/v1/user | node,5bfbdc3a-0ebf-4097-a1b1-4f83d5fc87b5,dpdskrcslgqbmtidcotw,GET,/auth/v1/user,null,200,1753607265480000
GET | 200 | 37.96.104.60 | 965afd012d769304 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/users?select=*&id=eq.6922b549-5262-4207-8224-ad49260404a6 | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,635c06d4-b00d-4563-8b49-1b231fe71cdf,dpdskrcslgqbmtidcotw,GET,/rest/v1/users,?select=*&id=eq.6922b549-5262-4207-8224-ad49260404a6,200,1753607265474000
POST | 200 | 37.96.104.60 | 965afd011d659304 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/rpc/get_token_balance | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,4f2c7106-48b3-4d81-9547-cd3c15b0ad81,dpdskrcslgqbmtidcotw,POST,/rest/v1/rpc/get_token_balance,null,200,1753607265466000
GET | 200 | 37.96.104.60 | 965afd010d5a9304 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/game_states?select=*&user_id=eq.6922b549-5262-4207-8224-ad49260404a6 | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,23b371c1-040b-4bf4-9b7c-0b71100a05bc,dpdskrcslgqbmtidcotw,GET,/rest/v1/game_states,?select=*&user_id=eq.6922b549-5262-4207-8224-ad49260404a6,200,1753607265456000
OPTIONS | 200 | 37.96.104.60 | 965afd00cd1c9304 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/user_sessions?select=daily_count&user_id=eq.6922b549-5262-4207-8224-ad49260404a6&date=eq.2025-07-27 | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,e3c62add-2259-4208-a281-06fdafd8dfdd,dpdskrcslgqbmtidcotw,OPTIONS,/rest/v1/user_sessions,?select=daily_count&user_id=eq.6922b549-5262-4207-8224-ad49260404a6&date=eq.2025-07-27,200,1753607265412000
OPTIONS | 200 | 37.96.104.60 | 965afd00cd1f9304 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/users?select=llm_model&id=eq.6922b549-5262-4207-8224-ad49260404a6 | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,528cc96a-0ad4-43fd-9134-828041283e95,dpdskrcslgqbmtidcotw,OPTIONS,/rest/v1/users,?select=llm_model&id=eq.6922b549-5262-4207-8224-ad49260404a6,200,1753607265412000
OPTIONS | 200 | 37.96.104.60 | 965afd00cd1d9304 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/rpc/get_token_balance | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,3681e549-fc6e-4674-929f-62d371ffe633,dpdskrcslgqbmtidcotw,OPTIONS,/rest/v1/rpc/get_token_balance,null,200,1753607265411000
OPTIONS | 200 | 37.96.104.60 | 965afd00cd1e9304 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/users?select=*&id=eq.6922b549-5262-4207-8224-ad49260404a6 | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,922cb788-8d6f-4a05-a188-e90a881818ba,dpdskrcslgqbmtidcotw,OPTIONS,/rest/v1/users,?select=*&id=eq.6922b549-5262-4207-8224-ad49260404a6,200,1753607265411000
OPTIONS | 200 | 37.96.104.60 | 965afd00cd219304 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/game_states?select=*&user_id=eq.6922b549-5262-4207-8224-ad49260404a6 | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,a7e1d8ce-b0b3-4b4e-8eda-cdc4f5fec824,dpdskrcslgqbmtidcotw,OPTIONS,/rest/v1/game_states,?select=*&user_id=eq.6922b549-5262-4207-8224-ad49260404a6,200,1753607265410000
POST | 409 | 37.96.104.60 | 965afcfd6a829304 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/users?columns=%22id%22%2C%22email%22%2C%22display_name%22%2C%22avatar_url%22%2C%22google_id%22%2C%22is_anonymous%22%2C%22email_verified%22%2C%22subscription_status%22%2C%22updated_at%22&select=* | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,99840b86-a885-4b8b-a2a2-c174483900d4,dpdskrcslgqbmtidcotw,POST,/rest/v1/users,?columns=%22id%22%2C%22email%22%2C%22display_name%22%2C%22avatar_url%22%2C%22google_id%22%2C%22is_anonymous%22%2C%22email_verified%22%2C%22subscription_status%22%2C%22updated_at%22&select=*,409,1753607264875000
OPTIONS | 200 | 37.96.104.60 | 965afcfbfc0f92d3 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/users?columns=%22id%22%2C%22email%22%2C%22display_name%22%2C%22avatar_url%22%2C%22google_id%22%2C%22is_anonymous%22%2C%22email_verified%22%2C%22subscription_status%22%2C%22updated_at%22&select=* | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,fe979fc1-a80a-4664-8f8c-f02d726d1891,dpdskrcslgqbmtidcotw,OPTIONS,/rest/v1/users,?columns=%22id%22%2C%22email%22%2C%22display_name%22%2C%22avatar_url%22%2C%22google_id%22%2C%22is_anonymous%22%2C%22email_verified%22%2C%22subscription_status%22%2C%22updated_at%22&select=*,200,1753607264646000
GET | 200 | 37.96.104.60 | 965afcfa3ad192d3 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/users?select=show_challenges&id=eq.6922b549-5262-4207-8224-ad49260404a6 | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,327bed6a-ba56-4cec-a115-d770c8723602,dpdskrcslgqbmtidcotw,GET,/rest/v1/users,?select=show_challenges&id=eq.6922b549-5262-4207-8224-ad49260404a6,200,1753607264358000
OPTIONS | 200 | 37.96.104.60 | 965afcf96c01be56 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/users?select=show_challenges&id=eq.6922b549-5262-4207-8224-ad49260404a6 | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,cbb7609c-962f-4c91-b9e7-dc5422f5669e,dpdskrcslgqbmtidcotw,OPTIONS,/rest/v1/users,?select=show_challenges&id=eq.6922b549-5262-4207-8224-ad49260404a6,200,1753607264231000
GET | 200 | 37.96.104.60 | 965afcf71e21be60 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/game_states?select=*&user_id=eq.6922b549-5262-4207-8224-ad49260404a6 | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,aaa27559-8825-4aec-a79d-1b6852a7ed3c,dpdskrcslgqbmtidcotw,GET,/rest/v1/game_states,?select=*&user_id=eq.6922b549-5262-4207-8224-ad49260404a6,200,1753607263861000
GET | 200 | 37.96.104.60 | 965afcf70e1fbe60 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/users?select=*&id=eq.6922b549-5262-4207-8224-ad49260404a6 | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,4c30fab4-3f12-4616-b5ba-939a672c9226,dpdskrcslgqbmtidcotw,GET,/rest/v1/users,?select=*&id=eq.6922b549-5262-4207-8224-ad49260404a6,200,1753607263858000
GET | 200 | 37.96.104.60 | 965afcf70e1cbe60 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/users?select=llm_model&id=eq.6922b549-5262-4207-8224-ad49260404a6 | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,4c29d0d7-36d0-49ac-a179-c5defe339d81,dpdskrcslgqbmtidcotw,GET,/rest/v1/users,?select=llm_model&id=eq.6922b549-5262-4207-8224-ad49260404a6,200,1753607263857000
OPTIONS | 200 | 37.96.104.60 | 965afcf6addfbe60 | https://dpdskrcslgqbmtidcotw.supabase.co/rest/v1/game_states?select=*&user_id=eq.6922b549-5262-4207-8224-ad49260404a6 | Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:141.0) Gecko/20100101 Firefox/141.0,a208b20b-f944-4679-851c-77d951e2fe1e,dpdskrcslgqbmtidcotw,OPTIONS,/rest/v1/game_states,?select=*&user_id=eq.6922b549-5262-4207-8224-ad49260404a6,200,1753607263801000
